Country,Country__colour,id,EuSCAPE ID or sample name,Data source,Data source__colour,Carbapenem resistance,Carbapenem resistance__colour,Host,Host__colour,Sample type,Clinical importance,Clinical importance__colour,Epidemiological context,Epidemiological context__colour,ST,ST__colour,latitude,longitude,Location accuracy,Location accuracy__colour,day,month,year,Hospital code,Best matching K-type (capsular loci),Best matching K-type (capsular loci)__colour,Presence/absence of KPC-like in silico,Presence/absence of KPC-like in silico__colour,KPC-like variant,KPC-like variant__colour,Presence/absence of OXA-48-like in silico,Presence/absence of OXA-48-like in silico__colour,OXA-48-like variant,OXA-48-like variant__colour,Colistin resistance,Colistin resistance__colour
Israel,#07B7E8,SRR4198747,76,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198749,77,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198750,78,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198751,79,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198752,80,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198754,130,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198755,131,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198756,132,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198757,133,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198759,43,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,K,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198760,135,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198761,136,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198763,138,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198765,140,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198766,141,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198767,142,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198768,143,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198769,144,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198771,145,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198772,146,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198773,147,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198774,148,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198775,163,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198776,164,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198777,166,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198778,167,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198779,170,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198780,172,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198781,17,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198783,46,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198785,177,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198786,178,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198787,179,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198788,180,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198791,32,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198794,47,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2008,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198795,37,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198796,38,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198797,40,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198798,41,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198799,42,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198800,43,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198801,44,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198802,45,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198803,46,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198804,47,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198806,1941,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198807,1942,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198808,1943,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198809,1946,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,J,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198810,1949,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198811,1950,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198812,1951,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198813,1952,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198814,1954,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198815,2228,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198817,2229,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198818,2230,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198819,2231,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198820,2232,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198821,2233,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,C,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198822,2563,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198823,2564,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2013,E,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198825,99-288,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198826,99-315,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198834,18,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,I,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198835,97,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,31.046051,34.851612,Country-level,#b30000,,,2011,L,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
